index,distribution
7C7BRIdtdS4-39,"[0.06809739245005633, 0.05457969049094446, 0.11309570926729265, 0.05118391369316619, 0.0003748660338909083, 0.09506421018221979, 0.12302324955097876, 0.16874406430166428, 0.1345564841819624, 0.19128041984782437]"
7C7BRIdtdS4-40,"[0.0827355390153831, 0.1352351315271832, 0.09984286172698266, 0.10945480602107675, 0.016294960829870732, 0.157955478777025, 0.15501851021887925, 0.03927890224646446, 0.006760473763523697, 0.19742333587361124]"
7C7BRIdtdS4-41,"[0.2907619956303147, 0.012554171098262238, 0.37654420893993096, 7.851162683297522e-05, 0.06518774827275951, 0.04661328411259066, 0.041581999990714304, 0.00012848878842001502, 0.00012667144073021507, 0.1664229200994446]"
7C7BRIdtdS4-42,"[0.000256462218751152, 0.12389245454460103, 0.06557603746733574, 0.16280129174103997, 0.12782270852589217, 0.14710901440683416, 0.1810805073841503, 0.09266326555076403, 0.0986490006295166, 0.0001492575311147494]"
7C7BRIdtdS4-43,"[0.0001813065141549545, 3.8027067655083704e-05, 0.1774187008441534, 2.083838644256936e-05, 0.10089780900848716, 0.1634384957205489, 0.26032829082272324, 0.03930414401358934, 0.10154970979960502, 0.15682267782264037]"
7C7BRIdtdS4-44,"[4.645663025745131e-05, 0.0402668304030853, 0.06114398311662817, 5.8909182015587194e-05, 0.08201717423044266, 0.16124879449233886, 0.0006394923868477274, 0.3610939182286367, 0.12275066981540082, 0.1707337715143465]"
7C7BRIdtdS4-45,"[0.09855847447038756, 0.07601133640966469, 0.06568702001203756, 0.04686539404554164, 0.00035360777737698476, 0.16966163734208842, 0.18280514957856137, 0.000654638882573404, 0.12210828073670409, 0.2372944607450645]"
7C7BRIdtdS4-46,"[0.10809102630883574, 0.05411114676825613, 0.06847957262604829, 0.0022487606164165704, 0.00992620993430303, 0.18145921908634965, 0.2220710938202349, 0.05368247987185852, 0.1263599085517159, 0.17357058241598156]"
7C7BRIdtdS4-47,"[0.03577102467089731, 0.05693386460275865, 0.1008936529927412, 0.018739368193554408, 0.023392426625291677, 0.16043985531128843, 0.15317432823163296, 0.06640915540040604, 0.16669799006501348, 0.21754833390641612]"
7C7BRIdtdS4-48,"[0.0673577145174526, 0.016395367473140254, 0.19438754331288705, 0.05726890502110225, 0.06577561245363114, 0.1052507347384182, 0.15433837216207189, 0.09246942067969453, 0.12537794194596322, 0.12137838769563886]"
7C7BRIdtdS4-49,"[0.0001459160221663229, 0.00024815001678110183, 0.09340556039717265, 0.05167180081411848, 0.04325808211365453, 0.12499532558050122, 0.20372652807823688, 0.09981932986439232, 0.16027841911952428, 0.22245088799345222]"
7C7BRIdtdS4-50,"[0.06619314917979623, 0.0192602677315652, 0.0616305489434766, 0.0520397655671752, 0.1888367843346549, 0.03236438732665285, 0.16329806487453633, 0.1919806950415446, 0.146072574313707, 0.07832376268689123]"
7C7BRIdtdS4-51,"[0.15362232740650134, 0.0001744974093098795, 0.01900880551340014, 0.14920047013724633, 0.2382198713548392, 0.07187911481732111, 0.1577803277492095, 7.435485940787367e-05, 0.10278620047397778, 0.10725403027878681]"
7C7BRIdtdS4-52,"[0.11406084882129071, 0.10352365211427343, 0.06486167924403344, 0.05778021328566597, 0.03615517336128618, 0.2090115774715772, 0.15990585118950154, 0.03462564280333854, 0.08153945851968421, 0.138535903189349]"
7C7BRIdtdS4-53,"[0.06025107060108263, 0.030943124433168472, 0.06425634168918969, 0.023141690944436764, 0.0332697354481935, 0.19161844066060166, 0.17201280293343726, 0.0994625155478048, 0.14415250820206665, 0.1808917695400187]"
7C7BRIdtdS4-54,"[0.0010647330254288372, 0.08271648730852071, 0.19424063439547798, 0.1274085939483277, 0.0371359988767989, 0.12953248912790535, 0.014015743766228196, 0.29319270963206095, 0.06570206637795335, 0.05499054354129792]"
7C7BRIdtdS4-55,"[0.03835723387785173, 3.301203118461753e-05, 0.04803858548737348, 0.2055522087194459, 0.13709881487309755, 0.20182086260594354, 0.174541987368738, 0.07840193188130554, 0.0001874720005548013, 0.11596789115450486]"
7C7BRIdtdS4-56,"[0.000164992870789053, 8.797417248763616e-05, 0.0814174791897595, 0.021145825775605934, 0.00043087736261624533, 0.14144635340381576, 0.0037087194371234885, 0.34249968834684785, 0.21609974310415836, 0.1929983463367963]"
7C7BRIdtdS4-57,"[0.14858170122114528, 0.00010243469930792303, 0.217775857836922, 0.017186874335729317, 6.657436409313177e-05, 0.13974814254026255, 6.491896298157112e-05, 0.19161520209598693, 0.009728889162645804, 0.27512940478092557]"
QeqW896WhGY-1,"[0.03015950905678923, 0.0785821318515221, 0.05676094438816613, 0.042498558206598876, 0.14831748134995246, 0.10758819300215043, 0.18561634641407598, 0.06276640291142471, 0.044078734726960965, 0.24363169809235918]"
QeqW896WhGY-2,"[0.10064707551923481, 0.1171363673307624, 0.04420574621950222, 0.02887420813704324, 0.10891907696999066, 0.13367659694255732, 0.11318145908796029, 0.10231124632724116, 0.1080570544430244, 0.14299116902268408]"
QeqW896WhGY-3,"[0.09272874284124243, 0.035985603466814904, 0.09708243748819304, 0.060745829256277674, 0.07708723484240354, 0.11667548378143797, 0.11026653363058145, 0.11261127609003485, 0.04991766738381567, 0.24689919121919848]"
QeqW896WhGY-4,"[0.04447184289043253, 0.05116976910982978, 0.12763835812605162, 0.03136914012289296, 0.09845883660734643, 0.13822888704963363, 0.11428532207856536, 0.070698695792512, 0.09445912978216957, 0.22922001844056672]"
QeqW896WhGY-5,"[0.025550666273796648, 0.10954782184133274, 0.041711621064611, 0.01148283118031622, 0.0929596138672558, 0.21406953390949549, 0.15374751776751502, 0.0826693736808888, 0.15664533414132495, 0.1116156862734638]"
QeqW896WhGY-6,"[0.09995427415041008, 0.035549080316503966, 0.24068453344428073, 0.03900993705298715, 0.20680080127469383, 0.10007269429782305, 5.182185127122839e-05, 4.92036840523192e-05, 0.09470355332799753, 0.18312410059998002]"
QeqW896WhGY-7,"[0.08441716296287144, 0.06968993205647807, 0.09062022524276858, 0.016605738543364692, 0.17792827996562038, 0.08479020481717375, 0.12012217259122909, 0.16751384824471177, 0.053851289597885474, 0.13446114597789663]"
QeqW896WhGY-8,"[0.00153812272539208, 8.502246722829658e-05, 0.11944903247858944, 9.941042627729162e-05, 0.10880499651344812, 0.24259078193408487, 0.04209447503790648, 0.12196741262809363, 0.27880120498708766, 0.08456954080189225]"
QeqW896WhGY-9,"[0.11475043638840318, 0.11434247284338667, 0.032483662823406534, 0.04271998489787366, 0.04954902341313337, 0.10066283919739, 0.13376081967224973, 0.11192456733724457, 0.1260001399167277, 0.1738060535101848]"
QeqW896WhGY-10,"[0.04597613277540665, 0.014286977385986544, 0.03407880727155231, 4.436522005733266e-05, 0.11792049466750422, 0.13197561375779512, 0.11009851247112516, 0.17646555547838214, 0.04902969259063228, 0.3201238483815582]"
QeqW896WhGY-11,"[0.07163830293469861, 0.10501395229590461, 0.045562558676311184, 0.01885086209858422, 0.08177621708335156, 0.0527276566460491, 0.13732583907700735, 0.17462881569304178, 0.019126265796197965, 0.29334952969885375]"
QeqW896WhGY-12,"[0.00041376876335716325, 0.13942695154607512, 0.09989912851133533, 0.0009335243593865411, 0.0586560693141737, 0.11708791384272631, 0.13021589059702443, 0.11009183946838547, 0.03520017554102738, 0.3080747380565085]"
QeqW896WhGY-13,"[0.0774743915023918, 0.0806830804340974, 0.2318688442768691, 0.040711735978923455, 0.03930716892589004, 0.14045714580960228, 0.21172276863382916, 0.11369031417061823, 0.022041104072225173, 0.042043446195553315]"
QeqW896WhGY-14,"[0.011914802609328614, 0.0001773635148507447, 0.045362209902828195, 0.05137418848609935, 0.2381635545875329, 0.1673115827591543, 0.04086989036177351, 0.04377710985640721, 0.2856126903603093, 0.11543660756171584]"
QeqW896WhGY-15,"[0.00012852706219818575, 0.33358050628106234, 0.02694600367015129, 0.06708995558161504, 0.00014210382610191672, 0.29760334059479726, 0.09666021040021819, 0.02079704682841308, 0.002697359404846484, 0.15435494635059632]"
32BiD1AuzaU-1,"[0.1283261764295931, 0.04996341604480209, 0.11465735203455535, 0.04301836879164618, 0.0851509547144414, 0.061181078396907326, 0.16603795525605858, 0.09528400526282016, 0.0612716911141779, 0.19510900195500006]"
32BiD1AuzaU-2,"[0.10366963956777167, 0.0007151034759893067, 0.13488397251779444, 7.895578402683253e-05, 0.05170722129215823, 0.1515373550612595, 0.013579213118707188, 0.2529689325095313, 0.0008798685721463368, 0.2899797381006151]"
32BiD1AuzaU-3,"[0.07363644362872342, 0.09038487565757256, 0.09297317274347484, 0.02071652257579503, 0.1024473465305626, 0.17817879838996098, 0.10307161096339695, 0.10953715066613925, 0.0890036015135919, 0.14005047733078257]"
32BiD1AuzaU-4,"[0.08723424388284005, 0.02819383812550037, 7.498195587365903e-05, 0.00022160143760391058, 0.24432998755794136, 0.3103576895148741, 0.03791163966097298, 0.25716108090952366, 0.02120179982011887, 0.013313137134751185]"
32BiD1AuzaU-5,"[0.027033104703944693, 0.00777286732877222, 0.08377863917599887, 0.04074251777402714, 0.31661475144538753, 0.0255371592564268, 0.0273368886300462, 0.14460617368680165, 0.10637942091723712, 0.22019847708135779]"
32BiD1AuzaU-6,"[6.676389312357421e-05, 0.011590410696330438, 0.1388034292052678, 0.0998522259754109, 0.1814750322481653, 0.010964894322124689, 5.035285044248414e-05, 0.19097785897599637, 0.14636550467269008, 0.2198535271604484]"
32BiD1AuzaU-7,"[0.12413278056529137, 0.051518821160997305, 0.07555424773841314, 0.021868083418873956, 0.05088777742170923, 0.1671966703801265, 0.1287119980385286, 0.16793315962158126, 0.14449074493202999, 0.06770571672244909]"
32BiD1AuzaU-8,"[0.08145333100993932, 0.04391813258626549, 0.07410290374392875, 0.045260205152999465, 0.07687136493781162, 0.1346419978950444, 0.17543761376442754, 0.1462112216405638, 0.11957070003437931, 0.10253252923464098]"
32BiD1AuzaU-9,"[0.09939409736813909, 0.04606284252955629, 0.12561495892782906, 0.053809799063420274, 0.039756172286026334, 0.13507279035391495, 0.20751840447012324, 0.07032429613115534, 0.08031740651496377, 0.1421292323548717]"
32BiD1AuzaU-10,"[0.03546541949437765, 0.06971148697429509, 0.027720799081153335, 0.04283460195041794, 0.08348025792119985, 0.13716759983987964, 0.16019545663097112, 0.1473130705105957, 0.05419957167028643, 0.24191173592682327]"
32BiD1AuzaU-11,"[0.02693572215855237, 0.15459609044201972, 0.08949624545122105, 0.011568053597462082, 0.09734181789360549, 0.18171606240706842, 0.07173157716584366, 0.16142905513988148, 0.10279294370589716, 0.10239243203844882]"
32BiD1AuzaU-12,"[0.053856144044291086, 0.05943439356464019, 0.10166130943574528, 0.004576285723638178, 0.11252742269903669, 0.16217496675757448, 0.16122152679931828, 0.06790372352066765, 0.10852131294788456, 0.16812291450720313]"
32BiD1AuzaU-13,"[0.0331321406869333, 0.020432827868410188, 0.15559823757567298, 0.029200524121682312, 0.11560127651498331, 0.17939308483863664, 0.09676532592326412, 0.1037262620625611, 0.0968176356308734, 0.16933268477698235]"
32BiD1AuzaU-14,"[0.0867013775000457, 0.13716753677356283, 0.14802936723475682, 2.7673687308180205e-05, 0.07429849495385836, 0.04978379440978693, 0.021952660732464113, 0.16880338630552916, 0.03692709119440498, 0.27630861720828304]"
32BiD1AuzaU-15,"[0.09616880928071778, 0.05892108451017279, 0.03822318519106868, 0.09944985283466196, 0.04244522006581037, 0.06078466669358217, 0.10103396273025071, 0.10576766266531244, 0.13195146067198488, 0.2652540953564388]"
lvp6rrX8Lho-1,"[0.08123639490985385, 0.08141315103546186, 0.08952890890167783, 0.037931528968637405, 0.11396239358813987, 0.12364940056202102, 0.12197009856405958, 0.10261141278757638, 0.08550296233373522, 0.16219374834883865]"
lvp6rrX8Lho-2,"[0.09836774835195575, 0.025610394243412896, 0.11632751659467298, 0.016762890542687287, 0.11596740145649967, 0.07814594061231533, 0.1965522526074135, 0.04415097205151706, 0.13849499353829303, 0.16961989000123295]"
lvp6rrX8Lho-3,"[0.057836657887715255, 0.025303608530165528, 0.20650811184227863, 0.02484892104743853, 0.0730052417070068, 0.08857900455710974, 0.17188390678336943, 0.042522558349959445, 0.053246396879833215, 0.2562655924151227]"
lvp6rrX8Lho-4,"[0.05189828138939851, 0.09287584546538005, 0.1446563763800758, 0.006008589495329027, 0.18614413802744997, 0.02480387729948976, 0.09674569065283944, 0.09314653304990446, 0.24323600989041022, 0.06048465834972296]"
lvp6rrX8Lho-5,"[0.13329573185656318, 0.00021164138454595716, 0.09150785467339198, 4.623263835007768e-05, 0.08542495791455865, 0.1428229415307776, 0.29552060372814276, 0.09611152575013285, 0.013130265496258987, 0.14192824502727797]"
lvp6rrX8Lho-6,"[0.07037311031828539, 0.19664375238406817, 0.011967102221899189, 0.026226687747834886, 0.07823313499256197, 0.1505794201298061, 0.11980551842376017, 0.09240439340667475, 0.012224605495465992, 0.24154227487964297]"
lvp6rrX8Lho-7,"[0.09320370185865995, 0.05591621347274896, 0.05078792841569188, 0.0002971042171700084, 0.2449270035793015, 0.1262308010650234, 0.13344739887546705, 0.1011434026478419, 0.102338793765886, 0.09170765210220938]"
lvp6rrX8Lho-8,"[0.12103353311519291, 0.03370532029428979, 0.07589674641503438, 0.042508320349817386, 0.1665460710747688, 0.0957171318387645, 0.04164146084083448, 0.10461576919280259, 0.17911922293122384, 0.13921642394727157]"
lvp6rrX8Lho-9,"[0.05378439639862041, 0.03032533493782055, 0.20031731780557532, 0.06313051365207616, 0.05722745529025436, 0.10788162635880878, 0.28173184823222874, 0.031106638487635514, 0.14211026759259723, 0.032384601244382694]"
lvp6rrX8Lho-10,"[0.137163365784228, 7.324544233455552e-05, 0.16655226749345856, 0.001172040232380944, 0.13185837426979558, 0.14049553859065023, 4.3292001710689124e-05, 0.12182634855521882, 4.901426687073787e-05, 0.300766513363352]"
lvp6rrX8Lho-11,"[0.054683414382866835, 4.841570948101499e-05, 0.11263206805746384, 0.13569688432361385, 0.0003028321052616126, 0.09698290291023659, 0.24856062388877, 0.047021499778988875, 0.13357321677815173, 0.17049814206516528]"
rebLSvXMDh4-1,"[1.8415494353946436e-05, 0.1813500335306622, 0.15492004948540114, 0.05933043726400158, 0.09092412984823023, 0.13184685231302426, 0.07679775112307902, 0.03665050678689725, 0.09164890530270121, 0.17651291885164924]"
rebLSvXMDh4-2,"[0.06469807195605705, 0.02073309067776253, 0.0804301808878131, 0.05379749959867083, 0.07629142213885887, 0.15903436803568202, 0.2217737158286463, 0.044622803129284946, 0.10649060039153592, 0.17212824735568927]"
rebLSvXMDh4-3,"[0.05414485000771395, 0.04232474324430695, 0.12279699130898887, 0.03306037238625127, 0.09163404414042789, 0.11214125872105342, 0.1693709168536496, 0.12921654127479296, 0.07883102140210692, 0.1664792606607079]"
rebLSvXMDh4-4,"[0.19901740290463935, 0.2689084864135064, 0.0007837764526830295, 0.0884218891058686, 0.15463305647484918, 0.02664674613179323, 0.19442732472587732, 0.029612778128392473, 0.004130827649204673, 0.0334177120131858]"
rebLSvXMDh4-5,"[0.10823207634650617, 0.16165220528057817, 0.050059997412564575, 0.01465280907745502, 0.0814226210656737, 0.14573948355795685, 0.1301213309061061, 0.03824314698861455, 0.06959253824701483, 0.2002837911175298]"
rebLSvXMDh4-6,"[0.05112626353693072, 0.0011068210358916527, 0.36903451404746573, 7.007924448996743e-05, 0.15549835002300275, 0.4164060342420355, 0.006561152183921223, 9.690055691747882e-05, 5.594243090898812e-05, 4.394269843592202e-05]"
rebLSvXMDh4-7,"[0.21330528821583236, 0.20711164545583258, 0.14126848023048694, 0.06783915633864618, 0.04946362908097441, 0.23029505891624283, 0.0009573743003476699, 3.5441953910926074e-05, 0.00047485904683416844, 0.0892490664608921]"
rebLSvXMDh4-8,"[0.28759739447873994, 0.1196838403921159, 0.0011426064339214589, 0.03030206391734379, 0.001768571078850218, 0.10781617142043147, 0.006451583287912631, 0.23876607142805267, 0.20518295549522392, 0.0012887420674080829]"
rebLSvXMDh4-9,"[8.011588816427538e-05, 0.00026945824376845104, 0.17855058651520134, 5.422374201983554e-05, 0.3083529493399062, 0.006887819037862323, 0.2852528436021783, 0.030285549111951013, 0.06898409340250164, 0.12128236111644637]"
rebLSvXMDh4-10,"[0.0257662960708454, 0.06333406405833608, 0.10223804320154542, 0.00027060369010864125, 0.08047267653207442, 0.19413902882500203, 0.12430722620508032, 0.05647232882392092, 0.0820320560841259, 0.27096767650896075]"
rebLSvXMDh4-11,"[0.00012212320144084978, 0.07643630094417361, 0.0851337632749739, 0.028617347054490185, 0.054769424704957034, 0.08041934887590149, 0.18393156628994542, 0.1677384901125879, 0.09997619155194641, 0.22285544398958312]"
rebLSvXMDh4-12,"[0.00023743359851160402, 0.0945545427133387, 0.0035859937833762155, 0.11712898806353433, 0.0007552754192210181, 0.0807107041699364, 0.24133522054873932, 0.10140866782529635, 0.011965794632933256, 0.34831737924511286]"
rebLSvXMDh4-13,"[0.04387823279909837, 0.07561246239686818, 0.14756589383108487, 0.001158544066853142, 0.13297765296955363, 0.06372060215966185, 0.14375275248837419, 0.2467278991678102, 0.018897298416828485, 0.12570866170386738]"
rebLSvXMDh4-14,"[0.09918126094886938, 0.05450181581770084, 1.4314007896032736e-05, 6.016789668734206e-05, 5.82459949224451e-05, 8.527753734556769e-05, 0.27639570390074525, 0.23809061007115445, 0.21784840944775172, 0.1137641943769271]"
rebLSvXMDh4-15,"[0.050321096380241355, 0.03873663743691427, 0.09246447600055893, 0.00010092508188934421, 1.4179328032399052e-05, 0.23411432422434242, 0.17870030689752767, 0.05946233884533226, 0.19838840803385666, 0.14769730777130488]"
rebLSvXMDh4-16,"[0.07535224927244213, 0.06270633223393118, 0.0645038901124372, 0.0001263663400629877, 0.08696526105404842, 0.10416565771219692, 0.18183373604545816, 0.025716215673668698, 0.21026435788847206, 0.18836593366728221]"
rebLSvXMDh4-17,"[0.03097014959337698, 0.07854820867393633, 0.10655468877687663, 0.012660425744309159, 0.08111343718977762, 0.12565814467515551, 0.18609544862807836, 0.12452989578719191, 0.12315471922020736, 0.13071488171109003]"
rebLSvXMDh4-18,"[0.023123177623834663, 0.029803018868509387, 0.022853734135283913, 0.048810045247244874, 0.029704707890686383, 0.09936821907712133, 0.3380893604914334, 0.1732557205902167, 0.078155522382604, 0.15683649369306507]"
rebLSvXMDh4-19,"[0.002436628847787174, 0.011239773062320242, 0.11597278616643104, 0.02282111003920865, 0.0919514788296778, 0.04055392756567308, 0.050329075359901033, 0.3230704875581536, 0.3414672022368049, 0.00015753033404258495]"
