index,distribution
J4_s9aeZzKc-3,"[0.03388586910340507, 0.10730891836906734, 0.11229578328088162, 0.05652695394463648, 0.05955690664248924, 0.10069118000838279, 0.1891325682493445, 0.04486491482901079, 0.14693166487641524, 0.1488052406963672]"
J4_s9aeZzKc-4,"[0.07179659364800423, 0.10515813577650505, 0.13383416756286948, 0.056851233743278974, 0.10765507911114262, 0.1494329836766591, 0.12032067840542965, 0.07029843690842456, 0.07290452610373649, 0.11174816506395065]"
J4_s9aeZzKc-5,"[0.032125327407158254, 0.03828695413257482, 0.08216530034400785, 0.010018606041933564, 0.1117345137597812, 0.14170409975606316, 0.2081083354007988, 0.09694050298235245, 0.22781083276049227, 0.0511055274148373]"
J4_s9aeZzKc-6,"[0.08858814036254241, 0.06608072722078503, 0.054044543145148706, 0.04632563580311646, 0.10669107645858247, 0.20260449993806387, 0.15853564651667276, 0.04914238922687198, 0.10161021677776384, 0.12637712455045347]"
J4_s9aeZzKc-7,"[0.0695136962832844, 0.14675887649754804, 0.11067544344954276, 0.029122382760426332, 0.027957388000203604, 0.0800474976562401, 0.17190121706266312, 0.07284771462867325, 0.11450915737594759, 0.17666662628547278]"
J4_s9aeZzKc-8,"[0.03720488553630992, 0.16089176949348216, 0.05958900479660102, 0.015161453159475785, 0.10498388345604488, 0.09641470364436774, 0.17079981595061985, 0.07967043956167333, 0.09442599752087745, 0.18085804688054807]"
J4_s9aeZzKc-9,"[0.05520072966442751, 0.06557274073160169, 0.13282145539130927, 2.70781968389198e-05, 0.02574050141798182, 0.06693003107061947, 0.0903664689511964, 0.07542064474123446, 0.15449293246428492, 0.3334274173705055]"
J4_s9aeZzKc-10,"[0.07444098162176256, 0.09075976351281219, 0.1417077867327524, 0.04532266408438444, 0.13415687591490422, 0.09134975024908192, 0.11999841859467891, 0.050619729478734374, 0.03256913583699771, 0.21907489397389143]"
J4_s9aeZzKc-11,"[0.07037810015947027, 0.07269563038304647, 0.0923309421891767, 0.060350088029429004, 0.06703558521342129, 0.1845091141066943, 0.10130204290225332, 0.10778915176278944, 0.05114620565871233, 0.19246313959500694]"
J4_s9aeZzKc-12,"[0.0978397887502689, 0.12210264709269444, 0.062311627042949604, 0.04392458597653624, 0.07368925355367367, 0.1205116518739506, 0.1190398765426787, 0.1435270228354444, 0.1230556522705965, 0.09399789406120704]"
J4_s9aeZzKc-13,"[0.02724372418281765, 0.12117930464275047, 0.061931449098078094, 0.032901771932047665, 0.04837904798512737, 0.2336314144197566, 0.20186869627962756, 0.08419855627554133, 0.05511460084849104, 0.13355143433576255]"
J4_s9aeZzKc-14,"[0.021545953869222267, 0.027614789865044134, 0.06820530749971707, 0.062078125413144405, 0.23304023223770742, 0.08902856771837847, 0.0903643458827316, 0.1274355247266507, 0.11218553403178871, 0.16850161875561567]"
J4_s9aeZzKc-15,"[0.047352868288433006, 0.08577031471265664, 0.0520599812602573, 0.05684368014603575, 0.06322294757866545, 0.2899422980919479, 0.14295633935742685, 0.10748429611124204, 0.07615959746716737, 0.07820767698616808]"
7h79lz1anRc-1,"[0.09399826306323247, 0.09414021575664894, 0.05984124481347369, 0.1800993806931273, 0.07380761681677529, 0.3672967181199105, 0.05591788586060065, 0.04989543366345269, 0.015639297464345205, 0.00936394374843294]"
7h79lz1anRc-2,"[0.048272327396627235, 0.03213513835433209, 0.059581148458802996, 0.06173465738224883, 0.08192326417116759, 0.14956245115513198, 0.1735903527231095, 0.17219476750247953, 0.07285900638336727, 0.14814688647273305]"
7h79lz1anRc-3,"[0.1377949225635101, 2.234605689173098e-05, 0.015101190675012074, 0.08169237688114855, 0.09275977278325889, 0.14430659579341024, 0.1736769076826642, 0.0691269547589423, 0.12921185772406263, 0.15630707508109956]"
7h79lz1anRc-4,"[0.0003481537270116565, 0.0007497482846084418, 0.092058439473667, 0.023255337406096824, 0.0943834675231332, 0.0007753705463042714, 0.5584854198487151, 0.2297321844222169, 0.0001193938689490857, 9.248489929743934e-05]"
7h79lz1anRc-5,"[0.0706497090821873, 0.05472242707920994, 0.05086899609553696, 0.06806621030887734, 4.574849481568359e-05, 0.20643956419320972, 0.21260755869015324, 0.134127128878996, 0.08115046127888582, 0.12132219589812766]"
7h79lz1anRc-6,"[0.16482640660403786, 0.004623302781334684, 0.06668638033263208, 0.06158042874454617, 0.032948865331287394, 0.10298226186593253, 0.21829328779292137, 0.085531946771131, 0.11894508829706761, 0.14358203147910917]"
7h79lz1anRc-7,"[0.30459872278980826, 0.10779346792692616, 0.00013775256073440866, 2.9154201911590236e-05, 2.422389693953355e-05, 0.0006430986919686838, 0.27159875445469084, 0.001394567265514918, 0.31354455869336856, 0.0002356995181370271]"
7h79lz1anRc-8,"[5.025859630862683e-05, 2.84642820193128e-05, 3.850977130787371e-05, 4.467798294346427e-05, 0.0009978418058629974, 4.167006009751431e-05, 0.1687347373370576, 0.4564874716523676, 0.09703875454120618, 0.27653761397082893]"
7h79lz1anRc-9,"[0.0981488627486942, 0.04571016283420078, 0.24552994462549496, 0.05585040899198423, 0.10754163053505048, 0.08572049885803196, 0.13502144625650958, 0.00038096216473898926, 0.01958594789487613, 0.2065101350904189]"
7h79lz1anRc-10,"[0.0015550267068176141, 0.22496127083232884, 3.1536471692053625e-05, 3.665601941976679e-05, 1.9568249517593273e-05, 0.18327310259744822, 1.9101792600021384e-05, 0.2636409758554302, 0.1988159274465928, 0.12764683402815286]"
7h79lz1anRc-11,"[0.0020469723033074054, 0.0002560071425408576, 0.10384858864255338, 0.11534771048290171, 0.02011250370228338, 0.138838571194426, 0.33268201203374154, 0.05662183750059781, 0.023933100905018857, 0.20631269609262926]"
7h79lz1anRc-12,"[0.08790176389965615, 0.03939116040694696, 0.07988994386793047, 0.0769652277742688, 0.03817026176289824, 0.10644239220253127, 0.16062761984946217, 0.11151511617804712, 0.05764152074750366, 0.24145499331075515]"
7h79lz1anRc-13,"[0.06468498753399146, 1.946160195761013e-05, 0.07683787651596057, 0.10437900132248866, 0.020458569066516278, 0.16829897936566493, 0.1947727823234029, 0.13633345910675188, 0.06561204478157823, 0.1686028383816876]"
7h79lz1anRc-14,"[0.10692288977650952, 4.3107135746347986e-05, 0.06761041243485065, 0.026937732108769197, 0.12321031909795609, 0.05276732792202319, 0.24322022162530396, 0.14684372172686208, 0.13454365513699693, 0.09790061303498211]"
7h79lz1anRc-15,"[0.05126917149138799, 0.06720569323226526, 0.25702992859600876, 8.861151167621424e-05, 0.06931458551577037, 0.09025909406475804, 0.07459823577460145, 0.12053784813061454, 0.16907091475435995, 0.10062591692855734]"
7h79lz1anRc-16,"[0.07385283991904773, 0.01764575993575053, 0.01523350351688752, 0.06462846889825767, 0.1119056695328574, 0.17795838851022786, 0.1589116688630741, 0.07406831208586294, 0.09902301421071613, 0.20677237452731842]"
7h79lz1anRc-17,"[0.04916788044266163, 0.10030594562263852, 0.2593393830564343, 0.0001361007173257078, 0.03778138190987511, 0.13198469738122684, 0.07882160963027435, 0.11236491761640371, 0.091581358569725, 0.1385167250534345]"
7h79lz1anRc-18,"[0.12269369342783734, 0.00010548160886655462, 0.028402279240357955, 0.3525864668797853, 0.031894259087601864, 0.151846427883465, 0.05364678515150259, 0.13483213654787402, 0.07355813482413791, 0.05043433534857148]"
7h79lz1anRc-19,"[0.01511679385898026, 0.018888058891025877, 0.1609637418407467, 0.010612506106733198, 0.09062470517816915, 0.18023526503796453, 0.10085211359346274, 0.07431512793867526, 0.24297087990265467, 0.10542080765158782]"
7h79lz1anRc-20,"[0.09614002312887494, 0.03558206178930776, 0.15404580707258783, 0.00017388951622778127, 0.005274379289554658, 0.30887152697652775, 0.10034527444739533, 0.07323562997256013, 0.07605114558075222, 0.1502802622262116]"
7h79lz1anRc-21,"[0.0017207343232316914, 0.13612394361056745, 0.08618124025928513, 0.03253594333666432, 0.14942385462544377, 0.0664357265648301, 0.04355671878845116, 0.18974300824311216, 0.15847715542185156, 0.13580167482656258]"
7h79lz1anRc-22,"[0.06154777311189519, 0.0005465981190861779, 0.01244312418808707, 0.05121659691975719, 0.008230281142062102, 8.886001043308426e-05, 0.2552029809205576, 0.14544965196347096, 7.490365609791997e-05, 0.4651992299685527]"
7h79lz1anRc-23,"[0.05790078028165018, 0.10746486547038478, 0.09141862313375235, 0.08052423318682857, 0.14989869885866572, 0.10883997542159077, 0.10967841926753111, 0.009584670575886845, 0.05875874677637359, 0.2259309870273364]"
7h79lz1anRc-24,"[0.0002481896520098032, 8.357483824575933e-05, 0.36271035410129543, 0.0005921473514782054, 0.029758213229756046, 1.4975518995016322e-05, 0.40463344960517045, 2.2662107584788752e-05, 0.08595489394585347, 0.11598153964961119]"
7h79lz1anRc-25,"[0.05254390978357701, 0.01628765386239728, 0.04909032140518301, 0.03942112203786984, 0.13393089036309724, 0.09303935661207591, 0.1731820781454461, 0.048556097282062984, 0.13494150822409642, 0.259007062284194]"
7h79lz1anRc-26,"[8.785042353835904e-05, 0.09221616966119346, 0.045364631852958234, 7.757576404306704e-05, 0.0005222605720072015, 0.33440404325355794, 0.1614385428457237, 0.0012477452630421978, 0.058582381090230375, 0.30605879927370555]"
7h79lz1anRc-27,"[0.00036714415091949003, 0.07334014132490452, 0.07811343920409157, 8.112062950019088e-06, 0.09414039413860435, 0.15105304230837005, 0.07436055853922473, 0.2548650906448589, 0.10630217238397667, 0.16744990524209985]"
7h79lz1anRc-28,"[0.1504430942511345, 0.12385869424139859, 0.09687415101974994, 0.06835619709544313, 0.096902273234703, 0.16548945263133166, 0.18987802445139004, 0.0003705112886413857, 0.07863739343609885, 0.02919020835010881]"
7h79lz1anRc-29,"[0.12714518758442556, 0.03551170468731814, 0.06876745378761837, 0.0008384708582842743, 0.12854369773935226, 0.09605259886323729, 0.2520162738659964, 0.08252999842968016, 0.1105492880563658, 0.09804532612772171]"
7h79lz1anRc-30,"[0.16538367666964313, 0.0839119488124185, 0.007152968399615448, 0.000613232570209501, 0.3417954459837571, 0.012024043745312183, 0.008415652207031044, 0.0007796275000040992, 0.19323511254540057, 0.18668829156660843]"
7h79lz1anRc-31,"[0.003218787460705671, 0.025005284417875025, 0.07707123727939638, 0.00014498111781417028, 0.17213504436614818, 0.16699244976721664, 0.10171581644945595, 0.12688082940881998, 0.11676606513168666, 0.2100695046008813]"
7h79lz1anRc-32,"[0.0001345745636862658, 0.12445773357219024, 0.07640641002283335, 0.03723220826850671, 0.0437584910357491, 0.16692238927181216, 0.13786113748113588, 0.08557371603820266, 0.06903510730682325, 0.25861823243906035]"
7h79lz1anRc-33,"[7.95398155911997e-05, 4.480817985886376e-05, 0.15856615548360098, 7.06093841021306e-05, 0.0021049087032684968, 0.24032719620813692, 0.5578046010517599, 0.04058536484529284, 5.5859904012400814e-05, 0.0003609564243762874]"
7h79lz1anRc-34,"[0.011153691823843175, 0.03105710408035738, 0.1841701076159085, 8.479320179240019e-05, 0.292224472417612, 0.00012712610597636015, 0.002553394184040177, 0.2340266580395348, 0.14308591568326554, 0.10151673684766982]"
7h79lz1anRc-35,"[0.03426159078187046, 0.06919422159293855, 0.16542087398394614, 0.00013582890077633967, 0.1681854119901908, 0.19390261178835655, 0.001360963578921386, 0.10830396000633596, 0.1688540907490523, 0.0903804466276114]"
7h79lz1anRc-36,"[0.006796739502489818, 4.074699194220816e-05, 0.07257735138445781, 0.11196349846457214, 0.1808985463881669, 0.24105747619037324, 0.16426767870023598, 0.13417970910768967, 0.014696530883728054, 0.07352172238634427]"
7h79lz1anRc-37,"[0.039886459591457715, 0.2439136083895477, 0.015204416939022077, 0.06247321249197274, 0.190120431282289, 0.0005866340610162735, 6.521680792340878e-05, 0.0001923202528898778, 0.00010152035208781805, 0.44745617983179337]"
7h79lz1anRc-38,"[0.0005817593352316629, 0.17750486750860514, 0.14208445852734555, 0.0005083038370341145, 0.0002569622539426513, 0.0004697641549751988, 0.03055609522979955, 0.4780071804412141, 0.0003919902044478476, 0.16963861850740405]"
7h79lz1anRc-39,"[0.12636873926799866, 5.031218273789589e-06, 0.20039125476775693, 1.37789211399117e-05, 0.05076432617739354, 0.09632897440670381, 0.3564022788367654, 0.00027941472812415463, 0.09949542244922656, 0.06995077922661724]"
7h79lz1anRc-40,"[0.07478339942171512, 0.00011862458592017771, 0.10776233882385165, 1.9100392911162736e-05, 0.055648946726874295, 0.3495262258696962, 0.19506216950998198, 0.019402818249865273, 0.0009920206225791308, 0.19668435579660504]"
7h79lz1anRc-41,"[7.964772742353474e-05, 0.10927155122257645, 0.1333761525706821, 0.00015683428125390296, 0.2586303852071536, 0.10637350150905482, 0.13986363192379966, 0.00012924408213335506, 0.00759465566423299, 0.24452439581168964]"
7h79lz1anRc-42,"[5.9493364328534234e-05, 0.08286657037404165, 0.17953678711699117, 0.027516388855678985, 0.0036211556125556976, 0.14255736943161565, 0.2649384682870455, 0.1027017926184784, 0.0038228653387154753, 0.19237910900054886]"
7h79lz1anRc-43,"[9.350092729336961e-05, 0.00012955212108687643, 0.3653440463042365, 0.0005342524102592093, 0.029055040731173303, 0.006209465385022905, 0.06379542906597206, 0.1873474046327671, 0.17569196438926069, 0.171799344032928]"
7h79lz1anRc-44,"[0.06486365476709231, 0.06167598616586323, 0.1361023127456388, 0.00017950789742279602, 0.10458520668856873, 0.030682728644555637, 0.13284119557945984, 0.24891632134678734, 0.07374830300708023, 0.1464047831575312]"
7h79lz1anRc-45,"[0.000570139063146298, 6.885049436108017e-05, 2.3614494952855097e-05, 0.21450995357257693, 0.19458552395859188, 1.603654597860917e-05, 4.6310189157634166e-05, 0.00021810458611768558, 0.2567061261811238, 0.3332553409139932]"
7h79lz1anRc-46,"[0.013204286708456294, 0.14730509141176676, 0.12004381025416686, 0.047223772258949796, 0.08962179485527652, 0.0049948662635976755, 2.5748933380232447e-05, 0.24151849086743699, 0.1669909831559156, 0.16907115529105335]"
7h79lz1anRc-47,"[0.0794675957525328, 0.04664894532846677, 0.08765270436929343, 0.13575175510961157, 0.11912803275551188, 0.04557257602151448, 0.0667737724984016, 0.03837587704685557, 0.05089747857844853, 0.3297312625393632]"
7h79lz1anRc-48,"[0.00022547411535777629, 0.0030839654779843103, 0.09956495543430192, 0.10704212234238274, 0.0034441014707525365, 0.03809738041257043, 0.17440779844557794, 0.23243289545506773, 0.0425149310025628, 0.29918637584344177]"
7h79lz1anRc-49,"[0.04297029846065371, 0.10424345465359305, 0.15903206504807757, 0.17015766841923627, 0.00016965514252763233, 0.15328275980825945, 0.04668758120985103, 0.06822276281766025, 0.22012312336004936, 0.03511063108009165]"
7h79lz1anRc-50,"[0.02027393312622749, 0.04437168596907782, 0.14104967309920474, 0.03790218503529124, 0.0010137256048964923, 0.11011622123003971, 0.3107282866996102, 0.06595673433232213, 0.11436920090059316, 0.15421835400273698]"
9nKAgMUdnRk-1,"[0.0873022315739365, 0.10601236153850906, 0.021873936090913166, 0.0009500050812179057, 0.03496136585314304, 0.11444586748783254, 0.2179490449264336, 0.01980924250802978, 0.18470740211782546, 0.211988542822159]"
9nKAgMUdnRk-2,"[0.06259288051293609, 0.11634224165846843, 0.10604103263103197, 0.017223532356774093, 0.04628817407235485, 0.053244711972573515, 0.2614297010368891, 0.20087149341332325, 0.00018878685476846204, 0.13577744549088042]"
9nKAgMUdnRk-3,"[0.08278852716363387, 0.07518904286336767, 0.05952048811259452, 0.026900862502914957, 0.09192418097909173, 0.08070061403727834, 0.2217928011609769, 0.06031010344061844, 0.0947705084359312, 0.20610287130359214]"
9nKAgMUdnRk-4,"[1.2475022501061397e-05, 0.12023091247796851, 7.573250593263833e-06, 0.026679183077178086, 0.05245541780857149, 0.16660264835727778, 0.15018394367088633, 2.208824837439366e-05, 0.16046541978244772, 0.3233403383042015]"
9nKAgMUdnRk-5,"[0.03326088249985843, 0.2698278365909299, 0.05172513968254989, 5.317106348895347e-05, 0.08633847390969919, 0.06644268586369677, 0.07718383992091775, 0.2777910826733809, 0.04466462305263944, 0.09271226474283868]"
9nKAgMUdnRk-6,"[0.03232960428255369, 6.920291951218134e-06, 0.08331249661491705, 8.808163411359074e-06, 0.2152422666926668, 0.21182819402085104, 0.18066498833498046, 0.07559852461596006, 0.09894948999835732, 0.10205870698435135]"
9nKAgMUdnRk-7,"[0.09063160590139589, 0.003742394336340201, 0.011241409806386627, 0.06592721221040689, 0.07042893852352071, 0.04512855377655823, 0.1436065508401218, 0.21653976072943978, 0.09295955051216227, 0.2597940233636676]"
9nKAgMUdnRk-8,"[0.03241217056797771, 0.16267200109418214, 0.07482856124059359, 0.07239828289072309, 0.015639905863647677, 0.02633420680670512, 0.13656704491949168, 0.09309725825041161, 0.19522108692971435, 0.19082948143655318]"
9nKAgMUdnRk-9,"[0.13208664934578224, 0.02332238407415344, 0.0004263501620535924, 0.0029801590581961953, 0.04469472527450483, 0.2771280146974986, 0.09969807129180634, 0.04427323250269101, 0.1283664947418688, 0.247023918851445]"
9nKAgMUdnRk-10,"[0.13294408003591032, 0.1025664039235393, 0.08641139575841968, 0.2657520340718481, 0.038904840812927034, 0.08899754010599277, 0.005981149074605804, 0.03555517928480388, 0.08508305171573438, 0.15780432521621893]"
9nKAgMUdnRk-11,"[0.17447462672406716, 0.00014473386989412646, 0.13062029955298846, 0.00013911642808621348, 7.567066627928154e-05, 0.22524364669519184, 0.13874112503168265, 0.029453667154185324, 0.13398958800644145, 0.1671175258711834]"
9nKAgMUdnRk-12,"[0.10465019258017264, 0.03836238075292919, 0.04867743682891871, 0.030067082592344987, 0.06879410361197766, 0.13588534113034156, 0.20932185704922746, 0.0624941486668798, 0.05461408934028485, 0.247133367446923]"
9nKAgMUdnRk-13,"[0.0003146466868729953, 0.07890921854599942, 0.17782112384417584, 0.031576036960987645, 0.0019327489668749637, 0.12914336371608146, 0.14824982187769126, 0.0005286190907642066, 0.2557510655646235, 0.17577335474592895]"
9nKAgMUdnRk-14,"[0.08284814501956479, 0.013220011468875813, 0.08226807889885655, 7.783158475070352e-06, 0.06695989635135831, 0.22474668283241528, 0.03204683729645593, 0.28127748881629194, 0.012428773203170996, 0.20419630295453528]"
9nKAgMUdnRk-15,"[0.08551014059578867, 0.06875435678469234, 0.06248449077910433, 0.0031807043413347095, 0.08295422719993435, 0.21280408582944604, 0.10162542263691263, 0.019296157299772243, 0.18485755915575527, 0.17853285537725944]"
9nKAgMUdnRk-16,"[0.20357512054912094, 8.047000448581067e-05, 0.07909702789367347, 0.0001499715678559665, 0.07343792094994447, 0.15159038542542339, 0.23322739600745757, 0.09169834941613257, 7.054794330256498e-05, 0.16707281024260334]"
9nKAgMUdnRk-17,"[0.053889512571680086, 0.11334546895190505, 0.05733265219471478, 0.0912372284455531, 0.05347923290553951, 0.13876613942680757, 0.14165353997192415, 0.048256792514913494, 0.15048580894764807, 0.15155362406931436]"
9nKAgMUdnRk-18,"[0.06115052152369115, 0.0680116189592078, 0.06614822448833843, 0.013799962479448726, 0.00010299075537955145, 0.20640608458892246, 0.2495355637072925, 0.03148858757795438, 0.10030520016944364, 0.20305124575032132]"
9nKAgMUdnRk-19,"[0.05393209375587592, 0.01854813175812406, 0.13993099450025973, 0.05123769494378904, 0.05190659108321208, 0.03625430254018743, 0.22641868335848386, 0.06177717075234881, 0.11064944422087679, 0.24934489308684185]"
9nKAgMUdnRk-20,"[0.06445313998849844, 0.1386539601810302, 0.04880038963707047, 0.024079860032012373, 0.11951932603826113, 0.1500476623449723, 0.11185039733432559, 0.058483550300646205, 0.15439914567667826, 0.129712568466505]"
9nKAgMUdnRk-21,"[0.0017307125726612946, 0.004535494423709263, 0.25622224264328, 0.00028645020281414677, 0.03971501882376226, 0.13160002994590242, 0.22972073176249955, 0.09457395699115437, 0.14029725022575007, 0.10131811240846693]"
9nKAgMUdnRk-22,"[0.03521111684076004, 0.09579648316562606, 0.06348937777458546, 0.05706855261542222, 0.13018855572882546, 0.08632044844489481, 0.1804488999650889, 0.11759061253017017, 0.14044669673213944, 0.09343925620248762]"
9nKAgMUdnRk-23,"[0.09000664656443678, 0.030124811141259904, 0.03037528599725898, 0.048230556332123156, 0.07297396826597312, 0.12116091506246071, 0.23704641587128, 0.048966221448043426, 0.0325123049367143, 0.28860287438044957]"
9nKAgMUdnRk-24,"[0.08542030540162153, 0.051476404010579825, 0.13457801485587306, 0.003421896743816184, 0.04590176151739169, 0.13468582609496718, 0.18392547758400055, 0.04456493116060465, 0.16960655657408158, 0.14641882605706383]"
9nKAgMUdnRk-25,"[0.105799593841054, 0.09563080847099288, 0.05899474814649905, 0.1093681271224435, 0.0007921057775684058, 0.16249197339276833, 0.21987345660519947, 0.004908174683284638, 0.1763676902302969, 0.06577332172989266]"
9nKAgMUdnRk-26,"[0.027578668717969015, 0.017875538351227748, 0.04800732636331551, 0.14116259286385363, 0.0936204739211865, 0.1619676780282086, 0.13876554849073386, 0.039229038498249644, 0.22226621749693826, 0.10952691726831719]"
9nKAgMUdnRk-27,"[0.12081634740097896, 0.1180522627923512, 0.1884354495771138, 0.06954183217815722, 2.579982359498298e-05, 0.07987934356321306, 0.20523192421951952, 2.691947027975615e-05, 0.0006305935346660236, 0.21735952744012538]"
9nKAgMUdnRk-28,"[0.00011536509754013237, 0.021510031225240034, 0.04581553730775302, 0.18377804641027468, 0.14135432116428318, 0.29400159903300266, 0.14820004152159308, 0.014020848314954324, 0.03438517937441332, 0.11681903055094561]"
9nKAgMUdnRk-29,"[0.00020315951312267305, 0.11012270216774399, 0.19229895922889953, 0.1152674670200836, 0.007493919575330041, 0.187529163493243, 0.29099206905378816, 0.09580186508087762, 4.11585657459421e-05, 0.0002495363011653453]"
9nKAgMUdnRk-30,"[0.036066712493223185, 3.2844567871766814e-05, 0.07968646330984912, 0.043371026336779646, 6.884229680706948e-05, 0.20912649653261625, 0.12644993099047636, 0.16829736205120707, 0.11944266404681943, 0.21745765737434994]"
9nKAgMUdnRk-31,"[0.0001129827496182842, 6.425986838780819e-05, 0.07523046614677777, 0.00010462763943262714, 0.1458415169571696, 0.08104261782183222, 0.14385641742343888, 0.0004415104191550722, 0.1445426337165357, 0.4087629672576519]"
9nKAgMUdnRk-32,"[0.022424221932399194, 0.10321779454813246, 0.13065792702831713, 0.0758549799077096, 0.0675940578354201, 0.2219963583438801, 0.16385192136637658, 0.0675725941327443, 0.041951538254597444, 0.1048786066504229]"
9nKAgMUdnRk-33,"[0.00025846623603615585, 0.030349599066268586, 0.18255540040313453, 0.08670736438856694, 0.11745352476302698, 0.18659029557243614, 0.11261320225362974, 0.009303412684680878, 0.066107478268576, 0.20806125636364403]"
9nKAgMUdnRk-34,"[0.032478564572141426, 0.00044098603931126554, 0.22142511137923307, 0.06422724944544084, 0.07543265817875601, 0.1718682515366416, 0.1701003768475401, 0.08256570191749318, 0.07792183524006806, 0.10353926484337424]"
9nKAgMUdnRk-35,"[0.028379682327808596, 0.08888120786638189, 0.16987962058481854, 0.21229305048174654, 0.026388133395289354, 0.05612674070122654, 0.20563892492892122, 0.02610586020582258, 0.07423412867716098, 0.1120726508308235]"
9nKAgMUdnRk-36,"[0.00010204009451274625, 0.12212081211346859, 0.06350596946626103, 0.00032052073767032985, 0.05497266260584201, 0.1730764322437387, 0.15871287446580293, 0.10278493187171797, 0.18298156431570367, 0.1414221920852821]"
9nKAgMUdnRk-37,"[0.04581085745070574, 0.026777673937433844, 0.1302812239343587, 0.04201499215733565, 0.09707902186609033, 0.12768654094860954, 0.06896050300117566, 0.1430246826540457, 0.10615988396253985, 0.2122046200877052]"
9nKAgMUdnRk-38,"[0.0005791626413559978, 0.05235980352250308, 0.09251104106266053, 0.031484245052851544, 0.06867442332212485, 0.11175100438686547, 0.22935128453796744, 0.14088642333337076, 0.033525962029642635, 0.2388766501106575]"
9nKAgMUdnRk-39,"[0.03180999697737876, 0.07750403740455507, 0.09655833202247, 0.04992090502059404, 0.02561858530879511, 0.13131935792478924, 0.20079245625634734, 0.14267344586924463, 0.12264539671713748, 0.12115748649868853]"
nsVHxOxXiGc-1,"[0.06298022298123557, 0.07025933795013657, 0.10670371509165653, 0.038486668126766134, 0.034163155515722576, 0.17368134558632572, 0.2648791758517348, 0.07475437011254897, 0.025348894754920945, 0.1487431140289546]"
nsVHxOxXiGc-2,"[0.013476179679895796, 0.060936013199132784, 0.14509938322269086, 0.07425332408547382, 0.06663849306431208, 0.05529644062261649, 0.38759017398890044, 0.01083363098397293, 0.07349817670917821, 0.11237818444382627]"
nsVHxOxXiGc-3,"[0.03337551919611998, 0.03750793781373147, 0.13632771336553387, 0.019925205709048353, 0.07426032746983308, 0.0720479665765114, 0.3140982275516618, 0.13208036138533955, 0.054139484090556286, 0.12623725684166426]"
nsVHxOxXiGc-4,"[0.04829737845558936, 0.00017571692875399073, 0.27787752549362804, 0.009630109455975764, 0.03481084992109738, 0.2144739594327757, 0.30283790750768563, 5.282176933878908e-05, 0.0001348468202865164, 0.11170888421486894]"
nsVHxOxXiGc-5,"[0.022413343143141855, 0.0008698980010669227, 0.08876536662855955, 0.00017609081460536128, 6.822124532297113e-06, 0.17323271233398904, 0.35694795700614895, 0.09332590754428474, 0.08340229592172604, 0.1808596064819451]"
nsVHxOxXiGc-6,"[0.009611504818086756, 0.0726559239556627, 0.029826818122706853, 0.034508273902031476, 0.054873212602634176, 0.1763416711037998, 0.22260860259580734, 0.09689126738123531, 0.03242335616898766, 0.2702593693490479]"
nsVHxOxXiGc-7,"[0.030025655758738716, 0.0022124982172072537, 0.1424189729986841, 0.06584350010555916, 0.03037792610215076, 0.1443216552674685, 0.25298819564164404, 0.12176967072565115, 0.025983968546085947, 0.1840579566368099]"
nsVHxOxXiGc-8,"[0.042661688641231266, 0.030913529796243015, 0.1723524264729554, 0.0880593229645331, 0.001186488625687406, 0.18124694114325388, 0.12836014637917675, 0.06807847042660688, 0.04270948637996405, 0.24443149917034834]"
nsVHxOxXiGc-9,"[0.06627936405430046, 0.09439192824241605, 0.014847667205575317, 0.15101738949222568, 0.02826358573442255, 0.11693636933739128, 0.12000757240072688, 0.041437635565653004, 0.1211548809550542, 0.2456636070122346]"
nsVHxOxXiGc-10,"[0.020132700449854168, 0.04947982883237377, 0.12426743411866477, 0.05647143772005932, 0.030027398817985388, 0.13210877725590728, 0.2384497243595381, 0.13090867584367652, 0.00012632093009511293, 0.21802770167184557]"
nsVHxOxXiGc-11,"[0.05455057868725453, 0.07990378901298505, 0.030604910091522924, 0.10689926098984091, 0.0001236980884290344, 0.017020795161565593, 0.3064968887850682, 0.02886062021809354, 0.1977435303075256, 0.1777959286577145]"
nsVHxOxXiGc-12,"[0.054223846921840485, 0.00017642274910180267, 0.061779834109655894, 0.07898014306737187, 0.00018346541330790893, 0.16168345227164765, 0.19030899305009527, 0.10681364209689381, 0.061809785563363064, 0.28404041475672226]"
nsVHxOxXiGc-13,"[0.047875364221229996, 0.032879177796926416, 0.07510639437536999, 0.060836894687966936, 0.010499533330474818, 0.1945658322490312, 0.23854781693001104, 0.14460436550988554, 0.06955808026321374, 0.1255265406358906]"
nsVHxOxXiGc-14,"[0.07664087552205787, 3.95701155454838e-05, 0.12215633627358198, 0.041290108090726266, 0.007234295158703195, 0.16226225143446837, 0.2569590140586094, 0.08871949152474971, 0.04916601530721287, 0.19553204251434447]"
nsVHxOxXiGc-15,"[0.015866884713510335, 0.002348803366283049, 0.27055076468394607, 0.0339268664237155, 0.01140689673915328, 0.2752288316733491, 0.21284502784691545, 0.0017489816428226215, 0.10212577180290544, 0.0739511711073994]"
nsVHxOxXiGc-16,"[0.024068080632587908, 0.01888514244428301, 0.1518508250664419, 0.06875455574728083, 0.0655066932693426, 0.16528594757218787, 0.29487751819991254, 0.0824501808862683, 0.025719339508386937, 0.10260171667330852]"
